Score_crediticio,Ingreso_Neto,MONTO_SOLICITADO,TIEMPO_EMPLEO,TIPO_CONTRATO,GRADO_DE_ESTUDIOS,ESTADO_CIVIL,Edad,NUM_DEPENDIENTES,TIPO_DE_VIVIENDA,Tipo_de_cargo,Tipo_de_ocupacion,Plazo_del_prestamo,Frecuencia_de_pago,Porcentaje_Incumplimiento,credito_pagado,TIEMPO_RESIDENCIA_DOMICILIO
308,19899,178672,6,Trabajo eventual,Bachillerato,Casado,40,4,Propietario,Jubilado,costurera,6,mensual,0.8,0,12
532,20934,195632,6,Trabajador independiente,Licenciatura,Casado,40,3,Inquilino,Ventas por catÃ¡logo,carpintero,12,catorcenal,0.8,0,12
398,43197,128257,6,Pensionado jubilado,Secundaria,Divorciado,43,4,Inquilino,Jubilado,gerente,12,semanal,0.8,0,12
507,46844,197630,6,Pensionado jubilado,Secundaria,Casado,30,1,Inquilino,Jubilado,mecÃ¡nico,15,catorcenal,0.8,0,12
430,41332,91205,6,Trabajo eventual,Ingeniería,Soltero,24,0,Propietario,Administrativo,vendedor,15,mensual,0.8,0,12
703,39157,11910,6,Trabajo eventual,Maestría,Casado,32,0,Propietario,Ventas por catÃ¡logo,gerente,6,mensual,0.2,1,12
451,16593,193785,6,Trabajo asalariado,Maestría,Casado,61,4,Propietario,Operativo,tortillera,15,semanal,0.8,0,12
353,45042,51857,6,Pensionado jubilado,Preparatoria,Viudo,44,2,Inquilino,Ventas por catÃ¡logo,farmacia,3,semanal,0.8,0,12
419,22320,39964,6,Trabajo eventual,Media superior,Viudo,43,2,Inquilino,Administrativo,director de obras pÃºblicas,6,quincenal,0.8,0,12
719,32376,161299,6,Trabajo asalariado,Bachillerato,Viudo,50,4,Inquilino,Administrativo,director de obras pÃºblicas,3,catorcenal,0.2,1,12
721,48513,142050,6,Trabajador independiente,Media superior,Casado,32,1,Propietario,Administrativo,policia,15,semanal,0.2,1,12
403,19199,22153,6,Trabajo eventual,Educación Básica,Divorciado,53,2,Inquilino,Jubilado,carpintero,6,catorcenal,0.8,0,12
553,20876,64765,6,Trabajador independiente,Especialidad,Soltero,62,4,Inquilino,Ventas por catÃ¡logo,Mesera,12,semanal,0.8,0,12
526,13245,113212,6,Trabajo asalariado,Bachillerato,Casado,44,1,Propietario,Jubilado,Jubilado,6,semanal,0.8,0,12
411,12214,44071,6,Trabajador independiente,Media superior,Divorciado,22,1,Inquilino,Jubilado,docente,3,catorcenal,0.8,0,12
809,5726,117990,6,Pensionado jubilado,Licenciatura,Casado,19,3,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,18,quincenal,0.1,1,12
772,16362,74519,6,Pensionado jubilado,Especialidad,Soltero,50,1,Propietario,Administrativo,licenciada,18,mensual,0.2,1,12
398,23297,14503,6,Trabajador independiente,Maestría,Casado,33,2,Propietario,Operativo,docente,15,mensual,0.8,1,12
452,35448,196775,6,Pensionado jubilado,Bachillerato,Soltero,40,2,Inquilino,Operativo,ventas,12,quincenal,0.8,0,12
637,31172,100457,6,Trabajo asalariado,Bachillerato,Casado,55,4,Propietario,Ventas por catÃ¡logo,docente,18,catorcenal,0.5,1,12
462,47874,193938,6,Pensionado jubilado,Maestría,Soltero,33,4,Inquilino,Ventas por catÃ¡logo,docente,18,quincenal,0.8,0,12
460,12657,152977,6,Trabajador independiente,Preparatoria,Casado,31,1,Propietario,Administrativo,aluminiero,9,quincenal,0.8,0,12
697,23850,50838,6,Trabajador independiente,Licenciatura,Soltero,46,0,Inquilino,Ventas por catÃ¡logo,policia,3,semanal,0.5,0,12
576,30425,130200,6,Trabajador independiente,Bachillerato,Viudo,43,3,Propietario,Ventas por catÃ¡logo,Jubilado,3,mensual,0.8,0,12
803,31685,194351,6,Trabajo eventual,Media superior,Casado,52,0,Inquilino,Administrativo,docente,12,catorcenal,0.1,1,12
691,29578,94489,6,Trabajador independiente,Bachillerato,Casado,32,1,Propietario,Administrativo,Programador,18,catorcenal,0.5,0,12
434,33831,31806,6,Trabajo asalariado,Especialidad,Divorciado,20,1,Propietario,Jubilado,Encargado de restaurant,9,mensual,0.8,0,12
494,12906,181072,6,Pensionado jubilado,Bachillerato,Divorciado,40,0,Propietario,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.8,0,12
700,12287,158240,6,Pensionado jubilado,Media superior,Soltero,46,3,Propietario,Operativo,docente,12,semanal,0.2,1,12
332,38660,75119,6,Trabajo eventual,Primaria,Casado,51,0,Propietario,Ventas por catÃ¡logo,enfermera,6,mensual,0.8,0,12
759,15222,43714,6,Trabajo eventual,Especialidad,Soltero,50,4,Propietario,Operativo,mecÃ¡nico,15,catorcenal,0.2,1,12
769,42443,190165,6,Trabajo asalariado,Ingeniería,Viudo,58,2,Propietario,Operativo,Oficial AlbaÃ±il,15,quincenal,0.2,1,12
674,39701,60419,6,Trabajador independiente,Ingeniería,Divorciado,58,4,Inquilino,Operativo,intendente,6,mensual,0.5,1,12
321,22764,185217,6,Trabajo eventual,Especialidad,Soltero,40,2,Inquilino,Jubilado,Programador,18,semanal,0.8,0,12
337,49641,110432,6,Pensionado jubilado,Licenciatura,Soltero,24,1,Propietario,Administrativo,agricultor,18,semanal,0.8,0,12
529,22674,97949,6,Trabajo eventual,Primaria,Divorciado,20,3,Propietario,Administrativo,enfermera,18,mensual,0.8,0,12
664,23024,138533,6,Trabajo eventual,Especialidad,Casado,49,0,Inquilino,Jubilado,farmacia,6,quincenal,0.5,1,12
737,28874,150363,6,Trabajador independiente,Media superior,Soltero,48,3,Inquilino,Administrativo,costurera,12,quincenal,0.2,1,12
582,48642,182876,6,Trabajo eventual,Educación Básica,Divorciado,35,0,Propietario,Jubilado,obrero,12,quincenal,0.8,0,12
326,37284,81971,6,Trabajo asalariado,Secundaria,Casado,60,4,Inquilino,Ventas por catÃ¡logo,tortillera,18,catorcenal,0.8,0,12
525,22602,98471,6,Pensionado jubilado,Bachillerato,Viudo,24,4,Inquilino,Jubilado,obrero,15,semanal,0.8,0,12
576,42784,69946,6,Trabajador independiente,Preparatoria,Divorciado,58,0,Propietario,Administrativo,Contadora,6,quincenal,0.8,0,12
583,28265,103989,6,Pensionado jubilado,Primaria,Soltero,18,3,Propietario,Administrativo,carpintero,9,semanal,0.8,0,12
780,30931,89080,6,Trabajo asalariado,Media superior,Viudo,31,0,Propietario,Ventas por catÃ¡logo,ventas,12,mensual,0.2,1,12
752,33841,197404,6,Trabajo asalariado,Preparatoria,Casado,69,1,Inquilino,Jubilado,docente,18,semanal,0.2,1,12
815,34192,82794,6,Trabajo eventual,Ingeniería,Casado,49,4,Propietario,Ventas por catÃ¡logo,intendente,3,catorcenal,0.1,1,12
846,47520,35841,6,Trabajo eventual,Especialidad,Divorciado,23,1,Propietario,Operativo,Jubilado,9,quincenal,0.1,1,12
491,20585,129447,6,Trabajo eventual,Primaria,Divorciado,56,4,Inquilino,Jubilado,aluminiero,15,catorcenal,0.8,0,12
348,30559,125029,6,Pensionado jubilado,Maestría,Divorciado,27,4,Propietario,Ventas por catÃ¡logo,Programador,18,catorcenal,0.8,0,12
811,45059,184830,6,Trabajo asalariado,Bachillerato,Casado,24,2,Inquilino,Ventas por catÃ¡logo,licenciada,12,quincenal,0.1,1,12
316,38742,81272,6,Trabajador independiente,Secundaria,Viudo,43,1,Inquilino,Administrativo,agricultor,6,semanal,0.8,0,12
471,9133,42643,6,Trabajo eventual,Ingeniería,Casado,51,1,Inquilino,Jubilado,mecÃ¡nico,9,semanal,0.8,0,12
519,19663,186480,6,Pensionado jubilado,Especialidad,Soltero,47,2,Inquilino,Operativo,docente,6,quincenal,0.8,0,12
457,26754,48950,6,Trabajo eventual,Bachillerato,Casado,53,3,Inquilino,Operativo,agricultor,3,quincenal,0.8,0,12
776,8972,192921,6,Trabajo asalariado,Ingeniería,Soltero,38,1,Inquilino,Jubilado,Oficial AlbaÃ±il,9,quincenal,0.2,1,12
345,10295,105500,6,Trabajador independiente,Maestría,Viudo,34,0,Propietario,Jubilado,Administrativo,15,quincenal,0.8,0,12
672,46873,164116,6,Trabajo asalariado,Preparatoria,Divorciado,50,2,Propietario,Ventas por catÃ¡logo,policia,6,mensual,0.5,1,12
817,34125,130588,6,Pensionado jubilado,Secundaria,Divorciado,27,1,Propietario,Administrativo,mecÃ¡nico,18,catorcenal,0.1,1,12
398,45996,20997,6,Trabajo eventual,Secundaria,Casado,68,3,Inquilino,Administrativo,Contadora,18,mensual,0.8,1,12
336,14903,84751,6,Trabajo asalariado,Bachillerato,Divorciado,64,1,Propietario,Administrativo,Oficial AlbaÃ±il,12,quincenal,0.8,0,12
579,8020,103605,6,Pensionado jubilado,Media superior,Viudo,59,4,Inquilino,Jubilado,enfermera,6,mensual,0.8,0,12
648,46755,159983,6,Trabajo eventual,Bachillerato,Divorciado,68,0,Propietario,Administrativo,licenciada,3,quincenal,0.5,1,12
796,25420,60533,6,Trabajador independiente,Ingeniería,Casado,29,2,Inquilino,Ventas por catÃ¡logo,Administrativo,15,mensual,0.2,1,12
601,26452,87566,6,Trabajo asalariado,Media superior,Viudo,33,4,Propietario,Jubilado,obrero,3,semanal,0.5,1,12
480,43001,150643,6,Trabajo eventual,Secundaria,Soltero,58,3,Inquilino,Jubilado,ventas,15,catorcenal,0.8,1,12
398,14516,113255,6,Trabajo eventual,Educación Básica,Casado,49,4,Propietario,Administrativo,carpintero,9,quincenal,0.8,0,12
415,7396,194013,6,Trabajo eventual,Secundaria,Soltero,32,4,Inquilino,Operativo,preventa,3,semanal,0.8,0,12
490,23546,63005,6,Trabajo eventual,Bachillerato,Viudo,44,3,Propietario,Operativo,Atencion al cliente,12,mensual,0.8,0,12
552,24129,194784,6,Trabajo asalariado,Ingeniería,Casado,45,4,Inquilino,Ventas por catÃ¡logo,ventas,18,quincenal,0.8,0,12
460,6591,48541,6,Trabajo eventual,Media superior,Casado,34,2,Propietario,Administrativo,Empleado,3,quincenal,0.8,0,12
555,16303,28387,6,Pensionado jubilado,Especialidad,Viudo,63,1,Propietario,Administrativo,agricultor,3,quincenal,0.8,0,12
622,35561,98980,6,Trabajo asalariado,Media superior,Divorciado,67,4,Propietario,Jubilado,enfermera,15,quincenal,0.5,0,12
427,11183,184980,6,Trabajo eventual,Maestría,Casado,19,2,Inquilino,Jubilado,costurera,15,semanal,0.8,1,12
317,31572,90457,6,Trabajo asalariado,Licenciatura,Casado,53,1,Inquilino,Administrativo,Programador,6,semanal,0.8,1,12
622,39080,149129,6,Pensionado jubilado,Licenciatura,Soltero,67,1,Inquilino,Jubilado,licenciada,3,catorcenal,0.5,0,12
587,25695,69028,6,Pensionado jubilado,Primaria,Divorciado,24,4,Inquilino,Administrativo,alfarero,18,quincenal,0.8,0,12
454,12314,124246,6,Trabajo asalariado,Preparatoria,Soltero,30,2,Inquilino,Ventas por catÃ¡logo,carpintero,12,quincenal,0.8,0,12
789,24623,60731,6,Trabajo eventual,Primaria,Soltero,32,4,Propietario,Jubilado,agricultor,12,mensual,0.2,1,12
685,7139,160930,6,Trabajo eventual,Primaria,Divorciado,42,3,Inquilino,Administrativo,labor de hogar,18,catorcenal,0.5,0,12
403,36290,184761,6,Pensionado jubilado,Media superior,Divorciado,40,1,Propietario,Jubilado,Atencion al cliente,9,quincenal,0.8,0,12
692,23088,49638,6,Trabajo eventual,Ingeniería,Viudo,39,4,Propietario,Ventas por catÃ¡logo,preventa,6,semanal,0.5,1,12
545,44692,182558,6,Pensionado jubilado,Primaria,Divorciado,43,1,Inquilino,Jubilado,Empleado,6,semanal,0.8,0,12
475,38130,25567,6,Trabajo eventual,Bachillerato,Casado,50,2,Propietario,Administrativo,Atencion al cliente,12,semanal,0.8,0,12
338,37088,165811,6,Pensionado jubilado,Media superior,Divorciado,28,0,Inquilino,Jubilado,mecÃ¡nico,18,quincenal,0.8,0,12
776,31292,62804,6,Trabajador independiente,Ingeniería,Viudo,27,4,Inquilino,Jubilado,enfermera,6,quincenal,0.2,1,12
837,25670,113821,6,Trabajo eventual,Licenciatura,Viudo,42,4,Inquilino,Administrativo,obrero,9,catorcenal,0.1,1,12
707,8738,8754,6,Trabajo eventual,Educación Básica,Viudo,54,1,Propietario,Operativo,ventas,6,semanal,0.2,0,12
824,7469,32044,6,Trabajo eventual,Bachillerato,Divorciado,65,2,Inquilino,Jubilado,ventas,12,quincenal,0.1,1,12
805,27534,72260,6,Trabajo asalariado,Especialidad,Divorciado,60,3,Inquilino,Jubilado,Atencion al cliente,9,quincenal,0.1,1,12
335,14017,71912,6,Trabajo eventual,Preparatoria,Soltero,55,2,Inquilino,Ventas por catÃ¡logo,Contadora,3,catorcenal,0.8,0,12
319,7808,13706,6,Trabajo asalariado,Especialidad,Soltero,58,4,Propietario,Operativo,farmacia,3,quincenal,0.8,0,12
620,17713,13894,6,Trabajo asalariado,Ingeniería,Casado,62,3,Inquilino,Ventas por catÃ¡logo,licenciada,15,semanal,0.5,1,12
811,45329,154109,6,Pensionado jubilado,Maestría,Soltero,41,2,Propietario,Administrativo,Atencion al cliente,15,quincenal,0.1,1,12
699,7719,88986,6,Trabajo asalariado,Ingeniería,Casado,57,0,Propietario,Administrativo,aluminiero,6,mensual,0.5,1,12
770,27890,86942,6,Trabajo asalariado,Educación Básica,Viudo,63,1,Inquilino,Ventas por catÃ¡logo,Encargado de restaurant,6,mensual,0.2,1,12
442,16700,187684,6,Trabajador independiente,Licenciatura,Soltero,50,2,Propietario,Jubilado,docente,12,quincenal,0.8,0,12
391,41509,34725,6,Trabajo eventual,Secundaria,Divorciado,34,2,Propietario,Operativo,Atencion al cliente,15,mensual,0.8,0,12
653,47534,141998,6,Trabajo asalariado,Ingeniería,Soltero,41,0,Inquilino,Ventas por catÃ¡logo,Atencion al cliente,3,catorcenal,0.5,0,12
350,41766,109555,6,Trabajo eventual,Licenciatura,Casado,54,4,Inquilino,Ventas por catÃ¡logo,intendente,6,quincenal,0.8,0,12
489,31705,14496,6,Trabajo asalariado,Especialidad,Soltero,19,1,Inquilino,Administrativo,labor de hogar,3,semanal,0.8,0,12
424,23787,61447,6,Pensionado jubilado,Ingeniería,Viudo,49,2,Propietario,Jubilado,tortillera,18,catorcenal,0.8,0,12
449,31588,106604,6,Trabajador independiente,Ingeniería,Divorciado,41,3,Inquilino,Operativo,ventas,3,semanal,0.8,0,12
613,31123,165878,6,Trabajo asalariado,Primaria,Casado,26,2,Propietario,Ventas por catÃ¡logo,agricultor,6,quincenal,0.5,1,12
641,38062,93199,6,Trabajo eventual,Especialidad,Divorciado,21,1,Propietario,Operativo,Programador,9,mensual,0.5,1,12
604,15177,46321,6,Pensionado jubilado,Preparatoria,Divorciado,34,2,Propietario,Operativo,obrero,12,mensual,0.5,0,12
353,26727,158728,6,Trabajo eventual,Preparatoria,Casado,34,0,Propietario,Ventas por catÃ¡logo,supervisor almacenes,9,mensual,0.8,1,12
743,35220,60147,6,Pensionado jubilado,Bachillerato,Divorciado,67,2,Propietario,Operativo,preventa,9,mensual,0.2,1,12
563,14882,96396,6,Trabajador independiente,Maestría,Divorciado,65,2,Inquilino,Administrativo,Oficial AlbaÃ±il,9,semanal,0.8,1,12
352,6136,185738,6,Pensionado jubilado,Secundaria,Soltero,47,3,Inquilino,Jubilado,ventas,15,catorcenal,0.8,1,12
304,39832,43787,6,Trabajo eventual,Ingeniería,Divorciado,57,0,Propietario,Jubilado,preventa,9,semanal,0.8,0,12
402,36966,199018,6,Trabajo eventual,Ingeniería,Divorciado,28,0,Propietario,Jubilado,obrero,15,catorcenal,0.8,0,12
495,12009,26727,6,Trabajo asalariado,Bachillerato,Divorciado,38,2,Inquilino,Administrativo,enfermera,6,semanal,0.8,0,12
649,17987,100081,6,Pensionado jubilado,Maestría,Divorciado,38,3,Inquilino,Administrativo,ventas,18,mensual,0.5,1,12
346,42311,127721,6,Trabajo eventual,Especialidad,Casado,35,2,Propietario,Administrativo,costurera,15,catorcenal,0.8,0,12
568,36575,73056,6,Trabajo asalariado,Ingeniería,Viudo,46,2,Propietario,Jubilado,aluminiero,12,mensual,0.8,0,12
669,6007,139153,6,Trabajador independiente,Licenciatura,Soltero,41,1,Inquilino,Operativo,Empleado,12,semanal,0.5,1,12
405,10445,170268,6,Trabajo eventual,Media superior,Divorciado,27,1,Inquilino,Administrativo,gerente,3,semanal,0.8,0,12
419,15706,172807,6,Trabajo asalariado,Maestría,Divorciado,62,3,Propietario,Ventas por catÃ¡logo,docente,3,catorcenal,0.8,0,12
357,49486,85102,6,Trabajo eventual,Ingeniería,Casado,34,4,Inquilino,Administrativo,licenciada,12,quincenal,0.8,0,12
645,34257,161570,6,Pensionado jubilado,Maestría,Viudo,35,1,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,mensual,0.5,0,12
773,26736,81865,6,Trabajo asalariado,Preparatoria,Divorciado,59,4,Propietario,Jubilado,Contadora,9,quincenal,0.2,1,12
416,47207,167728,6,Pensionado jubilado,Secundaria,Casado,65,0,Propietario,Ventas por catÃ¡logo,farmacia,6,mensual,0.8,0,12
426,18281,72695,6,Trabajador independiente,Ingeniería,Soltero,37,1,Propietario,Administrativo,labor de hogar,15,mensual,0.8,0,12
692,6435,173972,6,Pensionado jubilado,Secundaria,Soltero,54,1,Inquilino,Administrativo,Mesera,9,quincenal,0.5,1,12
357,38339,122235,6,Trabajo asalariado,Educación Básica,Divorciado,62,3,Propietario,Operativo,alfarero,9,quincenal,0.8,0,12
812,40150,183773,6,Trabajo eventual,Media superior,Divorciado,35,4,Inquilino,Jubilado,labor de hogar,6,catorcenal,0.1,1,12
395,30821,113777,6,Trabajo asalariado,Bachillerato,Viudo,34,1,Propietario,Ventas por catÃ¡logo,ventas,3,mensual,0.8,0,12
417,31660,24033,6,Pensionado jubilado,Secundaria,Viudo,26,1,Propietario,Jubilado,alfarero,12,quincenal,0.8,1,12
787,10084,146877,6,Pensionado jubilado,Ingeniería,Divorciado,31,3,Inquilino,Administrativo,labor de hogar,12,quincenal,0.2,1,12
536,21661,171923,6,Trabajo eventual,Primaria,Casado,66,3,Inquilino,Operativo,vendedor,6,quincenal,0.8,1,12
571,18507,31832,6,Trabajador independiente,Bachillerato,Viudo,46,4,Propietario,Administrativo,supervisor almacenes,3,mensual,0.8,0,12
488,12059,199509,6,Trabajo asalariado,Bachillerato,Divorciado,48,0,Propietario,Administrativo,carpintero,18,catorcenal,0.8,0,12
746,23271,120725,6,Trabajo eventual,Especialidad,Viudo,21,0,Inquilino,Administrativo,carpintero,12,mensual,0.2,1,12
546,12491,150016,6,Trabajo eventual,Secundaria,Divorciado,35,2,Propietario,Ventas por catÃ¡logo,mecÃ¡nico,12,quincenal,0.8,0,12
375,19859,24873,6,Trabajo eventual,Primaria,Soltero,37,1,Inquilino,Administrativo,alfarero,3,catorcenal,0.8,0,12
453,13073,45372,6,Trabajo asalariado,Secundaria,Divorciado,64,4,Inquilino,Jubilado,enfermera,15,mensual,0.8,0,12
734,14077,94464,6,Trabajo asalariado,Especialidad,Soltero,60,1,Propietario,Jubilado,farmacia,3,quincenal,0.2,1,12
385,25953,151451,6,Trabajo asalariado,Media superior,Viudo,61,4,Inquilino,Operativo,director de obras pÃºblicas,6,mensual,0.8,0,12
584,16383,122322,6,Trabajador independiente,Ingeniería,Divorciado,26,4,Inquilino,Jubilado,tortillera,15,quincenal,0.8,0,12
519,7353,172823,6,Trabajo eventual,Preparatoria,Viudo,30,4,Inquilino,Administrativo,preventa,18,mensual,0.8,0,12
368,28821,105082,6,Pensionado jubilado,Preparatoria,Soltero,32,1,Propietario,Administrativo,mecÃ¡nico,6,quincenal,0.8,0,12
346,42567,10110,6,Pensionado jubilado,Secundaria,Divorciado,44,3,Inquilino,Jubilado,Programador,9,catorcenal,0.8,0,12
393,29860,190413,6,Trabajo eventual,Especialidad,Viudo,32,1,Propietario,Operativo,docente,15,quincenal,0.8,1,12
752,26195,17087,6,Pensionado jubilado,Maestría,Soltero,45,4,Propietario,Operativo,carpintero,15,quincenal,0.2,1,12
503,16939,159834,6,Trabajador independiente,Ingeniería,Viudo,54,2,Propietario,Jubilado,supervisor almacenes,12,catorcenal,0.8,1,12
517,30338,87617,6,Trabajador independiente,Secundaria,Casado,36,0,Inquilino,Ventas por catÃ¡logo,Contadora,6,quincenal,0.8,1,12
773,26730,105483,6,Trabajo asalariado,Maestría,Soltero,43,4,Inquilino,Ventas por catÃ¡logo,farmacia,18,semanal,0.2,1,12
731,26427,14596,6,Trabajo asalariado,Ingeniería,Soltero,69,2,Propietario,Ventas por catÃ¡logo,Mesera,3,mensual,0.2,1,12
640,40196,112539,6,Trabajo asalariado,Maestría,Soltero,43,3,Propietario,Ventas por catÃ¡logo,policia,15,catorcenal,0.5,1,12
588,32083,23313,6,Trabajo asalariado,Bachillerato,Divorciado,42,4,Inquilino,Jubilado,costurera,9,quincenal,0.8,0,12
553,26510,118175,6,Trabajo asalariado,Secundaria,Divorciado,43,2,Propietario,Operativo,tortillera,12,quincenal,0.8,1,12
656,49064,119914,6,Pensionado jubilado,Especialidad,Divorciado,43,4,Propietario,Administrativo,Atencion al cliente,3,mensual,0.5,0,12
322,12813,28705,6,Pensionado jubilado,Ingeniería,Casado,63,1,Inquilino,Administrativo,Programador,15,semanal,0.8,0,12
821,36598,78445,6,Trabajo asalariado,Preparatoria,Casado,45,2,Propietario,Jubilado,mecÃ¡nico,9,mensual,0.1,1,12
399,32570,108892,6,Trabajador independiente,Secundaria,Soltero,66,1,Inquilino,Administrativo,docente,18,mensual,0.8,0,12
479,32082,7023,6,Pensionado jubilado,Ingeniería,Casado,35,1,Inquilino,Ventas por catÃ¡logo,tortillera,15,quincenal,0.8,0,12
522,34241,124654,6,Trabajador independiente,Ingeniería,Viudo,49,2,Propietario,Operativo,Administrativo,15,semanal,0.8,0,12
741,35678,195868,6,Trabajador independiente,Maestría,Soltero,20,0,Inquilino,Jubilado,farmacia,3,quincenal,0.2,1,12
624,49569,85073,6,Trabajo eventual,Maestría,Soltero,19,2,Inquilino,Operativo,Administrativo,12,catorcenal,0.5,0,12
815,16745,97197,6,Trabajo eventual,Primaria,Viudo,50,0,Inquilino,Jubilado,Mesera,18,mensual,0.1,1,12
315,31029,69429,6,Trabajo asalariado,Secundaria,Soltero,59,4,Propietario,Jubilado,obrero,18,quincenal,0.8,0,12
635,18025,109195,6,Trabajador independiente,Educación Básica,Casado,36,4,Propietario,Jubilado,docente,9,semanal,0.5,0,12
557,41124,197699,6,Pensionado jubilado,Licenciatura,Divorciado,34,2,Propietario,Jubilado,agricultor,9,mensual,0.8,0,12
796,19288,38848,6,Trabajo eventual,Educación Básica,Viudo,61,4,Inquilino,Operativo,ventas,9,semanal,0.2,1,12
459,28650,173876,6,Trabajo eventual,Ingeniería,Casado,50,3,Inquilino,Administrativo,labor de hogar,3,mensual,0.8,0,12
774,11540,151451,6,Trabajador independiente,Primaria,Viudo,29,1,Propietario,Jubilado,Oficial AlbaÃ±il,3,quincenal,0.2,1,12
679,37232,195736,6,Trabajo eventual,Ingeniería,Viudo,66,1,Propietario,Ventas por catÃ¡logo,director de obras pÃºblicas,15,mensual,0.5,0,12
844,21422,32766,6,Trabajo eventual,Educación Básica,Soltero,20,0,Inquilino,Jubilado,intendente,6,semanal,0.1,1,12
726,8342,73099,6,Pensionado jubilado,Ingeniería,Soltero,60,4,Propietario,Operativo,Contadora,15,semanal,0.2,0,12
567,46846,172132,6,Trabajador independiente,Maestría,Casado,66,0,Propietario,Jubilado,Administrativo,9,mensual,0.8,0,12
716,40612,74122,6,Trabajo eventual,Secundaria,Viudo,43,1,Propietario,Ventas por catÃ¡logo,Programador,12,mensual,0.2,1,12
